Puzzle	Elapsed Minutes	Estimated Minutes	Difficulty	Improper
1.92...5..52.4..3...4..71...4....8.1....9....5.8....9...61..2...1..2.67..3...49.5	4.17	3.44	0	0
.5.9.4.7.9....8..6..2.1.4....3...15.1.......8.79....4...1.8....4..1.2..3...5.....	11.43	11.65	1	0
37.58...68...4..5......6...2...6..1.98.3..54...5.....2....5..6..5.43.9..4....9...	17.58	8.66	1	0
....5.8.9....9146......6.....81.....96...5.3..1342....739..........4..5.6........	8.11	5.84	0	0
.4.....8...9.6....7.6..4........235.52...17....37...9...2.......6..7.4....7139...	19.78	4.51	0	0
.9.....2...48.79.....5.4..7.....6.....57..1.......3...9..3....68.21..5...5.....8.	6.33	6.97	0	0
.......2.2..7...53..6...7..43........176..3..8....5...5...2.9..7...495.....8....4	6.03	4.81	0	0
2.......67.......5...13.....9...4.6..6.3.7.5...2...9..9.......11..5....7.3.8.2.4.	4.69	3.88	0	0
..........984..21..7.26..5...3...47...1...8...476.5....2.784.3......958..........	12.32	5.35	1	0
.5...946..21.....5.......7..4......21......43...62......83......76....8.....5.93.	18.23	5.19	0	0
............1.58....63.85.1.8.5.9.2.2.......6.6...2.5.7.3..4..5..49..1...........	5.06	5.18	0	0
...7.......2.6..3..6...2.8.2...4.....3.9.7.6...9.514....5..3..4.73.2...19......2.	4.78	4.72	0	0
19......4.64......7.3..2.59..742........35....287.6..5.....954........76..2.149.8	6.44	4.72	0	0
7..1..6.85......1.....5.93...5..6..4.........8..74.2....829.....7......51.4..7..6	9.20	7.39	1	0
.5....4..1...34......9.6..2..7...9.......5..7.38.9....9..2...78........18.4...25.	9.38	7.20	1	0
.1...9......8..5.684..7..3....6...541.......7.9..47....2..5..7.5....1......7...2.	7.68	7.85	0	0
.2...3...7.8..56....986....5....6...6..7..195.......3......7.6......4....4..9.8..	5.68	5.53	0	1
.......15.....87.....43..26..6..9.54..8..7....5.2......6.....9.4.29..6..1.73.....	8.07	6.08	0	0
.6.....4.4..3..5.6.2...43....65.2.............7.6.98.1..29..76.5.......9.1.....3.	9.52	9.57	1	0
4....12.9....5...1...4.9.....21.3.6...........178...4......2...5...6....3.69.8..2	5.16	4.27	0	0
.91...53.5.......27..2.1..4...594...............16....35.8...979.......5.2....31.	12.53	8.79	1	0
...739...1..5.4..2.............6.....2.....8...6...94.89.6.1.5.....9....5.....4.7	5.81	4.41	0	0
13.2.6.59.52...76.....4....3.59.48.6..4...2..9.87.25.4....6.....96...32.57.8.9.41	1.65	2.32	0	0
...5...8..5.....72..8.1....8.9....4.6.......9.1.2..7.6...17.4..23.....1..6...8...	5.75	5.06	0	0
.3...5...9....7.657......842...6...8.6.4......1.........26...7...8.239......198..	6.09	5.15	0	0
.6......4..1..3..8...87.....3..4.7....59..3....6..8.9.....27...8..5..2..5......63	4.95	4.19	0	0
.7.1.4..8.3...2.5......5....26...48...7...6....4....1......9....8.3...2.21.4.8.75	6.62	6.73	0	0
5.3...6...28.9.......4.3..1...62.41.........2.623....79........1..2..3.9........6	6.20	4.85	0	0
.....27.89.86.13......98...5.3......6..7.9..5.......61..4..3...8.6...1.3.97......	9.22	13.71	1	0
5824..1.9..1..6..39..1...48.9....6.7.........3.8....5.83...5..61..6..2..7.6..4835	2.63	2.87	0	0
...15.7...3....1....547...91.2....8.9.............536.3...........5.8.3...9.....1	5.12	5.80	0	0
.9.....2.8..197..3.6.8.5.1.9.5...7.1...9.1...6.8...2.4.3.5.8.6.4..216..5.8.....7.	2.58	2.24	0	0
61..9...3.....6..9...53.....7....6..4.67.82....9.1........62...7.....4..9...4...2	4.76	7.22	1	0
3.....9....56...7.4...9.......5..2.7.......4.7.6..3.8.....7...4.4...65..9.......8	6.91	7.22	0	0
.........6......3...57.428...4..239.1.........2.6.985..129.6...95.....23.........	7.46	8.08	1	0
..7...4...4...2.6.3....4..9.72.6..........9......5.13.8..32...4.3.9...1...4...6..	7.77	6.37	0	0
.3.....8.6.......2..4..3......1..7.5...3.4...2.3..96....54.89..7.......6.9.....4.	7.74	8.65	1	0
.3......89.8......5.....74....9.....7...6.2......1.65..492.3..72......8..5....3.6	4.20	4.21	0	0
6..9.7..8...4.1...2.......316.....27.82...65...............4...8.31.52.9.9.....7.	4.56	4.56	0	0
7.6.5.3.2.9.743.8.5..6.8..7..1...8..9.......3..7...2..3..9.2..8.7.315.2.2.9.6.7.5	6.32	5.28	1	0
..8........597..2.917....4..6.....9..5..2.36.......5.7....52..1..169...2.....893.	7.91	5.71	0	1
....27......3..7..76..8.53.2......4.4.6.....9.8......7.39.7.1.8..5..2.....293....	11.79	6.41	1	0
...5...3...46.89.5.1...7...32.....49.61.4.....4....68...3.....4..6.9.1.......6...	13.53	7.79	1	0
4.......3...9.8...7..3.4..8..........2.519.4.5..4.2..19.46.31.761.....24.5.....8.	3.14	3.34	0	0
.6.4......47.5...3.....8.9..85...........21547....36....3...5..4796.......2......	5.32	5.85	0	0
25......8...6.......32.45...7..61.5...........4..8..9...7..2......9.....56.....43	10.30	9.80	1	1
.3..1.2.7.........5..4....6214....7............73.94.....835.6..........4.1..28.5	4.20	4.65	0	0
....1..7...2.4.9.5.8............3..241.9....6...8.....36.....241.....6...9.63.1..	5.50	7.61	1	0
.69.2..14.....5...4..9..8.6.7...3.2.........92.8...6......37.45.........3..2.47..	11.10	6.65	1	0
.9..5.6..5.3......7........9.8..657..75..4...........4...29..46...1..93..3.76.2.5	9.08	10.67	1	0
3.9.46...1...7..3.......61.4..5..2..6..8....3.21....9.95.38...4..4...........1...	3.92	4.35	0	0
.6....72.7...5...19.1.273....93.4....14...83....8.94....854.9.74...3...8.27....4.	3.63	3.30	0	0
59......82.....34...1.5...7.....7.1.....6.....835.....9...7.5...52.8...43......62	5.64	4.95	0	0
..8...1...4.7.5.8.73.....94..19547..5...6...8..23874..49.....61.1.5.6.7...6...3..	1.89	2.35	0	0
....9..4..4.71.5..5..3..8.7.34....2.81...9.......4..6..259.....6..2.7............	5.71	4.26	0	0
..7...2....8...........74197.3.28....1...5.7.....4.5..52.6..7......9.3.....4.....	5.10	4.47	0	0
5....6..3.1....74..7.48....7...5.4....42.15....3.6...8....37.8..85....7.2..9....5	2.60	3.69	0	0
....1..2.7..5...3.83.6....1.7.....1....3..9..4..16.5.8.1..4........8.6..5..9.....	9.72	6.96	0	0
.78..6....36.12.74.....7.19291.......4.....6.......94135.1.....48.76.19....3..78.	3.05	3.24	0	1
..5.....4.7.92....1......2..6...43...2...35.7....1.9......31.....6......4...7...8	10.55	8.42	1	0
.....6.1...2.87....8..........4...6.54..2..731...............969.76..154....7..3.	4.14	5.38	0	0
...........2..96..45...8.39..8...3...7.....1...5..24..2..8.7.93..16.45..........6	5.15	6.14	0	0
..7........21....4....2..59....79.2...46......6..32...37..1....5....67........84.	23.75	17.89	1	0
6....3..9..14.8.......2...678.....2....2....8.52...94.5..........3...7..9..8.5..3	12.91	7.27	1	0
..8..25.....5.....4.7..1.....68...5.2..4..1.6.....59..3.....249.....9.....26..3..	5.80	7.84	1	1
6..13............29.2..74.........24.....153......9....35.8..7..6.2..8...4......9	8.56	9.57	1	0
2.8.5..433......9.........6...56.......4.2.35...381...5.........6..4..5912....6.8	13.60	12.04	1	0
....91.3..5.....67..4..29...6........47...3......47..1..1.3....8...6.......7...83	7.02	3.96	0	0
...3.1...7..9.6..5..6...8....12.849...........3.4..15...8.4.6..5....9..1...7.....	7.55	5.93	0	0
...38......1....5..8...7..2....2....5..16.7..7.8.....4...41.5.9.1......6..9..243.	25.86	17.30	1	0
.9.6.583.45..7..9..........1.43.75...........7...8...2..6...1...3.....87...9.6...	4.84	5.29	0	0
9.7...2.1.....5...6..........9...6..78.5.9.2...37.19.....274......3......1.....8.	8.22	6.01	1	0
..79....6.....5....2...8.74.84.9...7...1.3...3...4.21..7.....3...5...........14.9	10.57	5.46	1	0
.6.......8.1..92.....4.3..1.........6..8.4..3..39.17.8.......7...96..5.21.8...3..	6.52	6.08	0	0
....1.9.6..43..2....5..78....9....4.6.......1.1....5...932...65..1..9...2...4...3	20.02	8.69	1	0
.8..7..5........1......29..927..6.4..1.....6..4.1..52...18.......36......6..1..7.	7.38	5.10	0	0
...49.....9.6....51....52......7....53......1...8..7.32.8..........8....751...9.2	6.61	6.56	1	0
.71..53...8.9.1.7...3...9...67...42...........2.6.3.1...4.168....9...2.....3.7...	4.63	4.43	0	0
8......67..7321.....2...1.....2.4...4.......87.8...9.3....7....6.3...571...6.5...	5.69	3.38	0	0
.3.8.1.2.4.......8..6..23...61..359............39.8.6...71..8..1.......4.9...4...	3.94	5.98	0	0
.7.....9......45..1.6.......8.5.3.1...........9.1.6.8.4.....2....26.79..85.....43	6.73	3.96	0	0
...6.17...5..8.......4.5..9......8941.5...2..3....8..7.........691..7..5.....64..	5.18	5.25	0	1
..........42...5...1...8..3..54.96....37.64...9.....1............78.....63.5.1.79	19.99	7.51	1	0
2....6..4.6.....9...8...1.71.2.4........9.2..4.953....5.3...4.8.8.....7.7....3...	11.21	7.31	1	0
......9..3....21...5.43...7.4..........8........971..41.4...8..82...6...7..5.86..	12.00	9.49	1	0
...73.2.........87...2...3.9....2...1.26...4....5..6..3....9..6.51.68....4......3	16.26	5.45	0	0
6....32..4..67.......4.9...1.....45..2........56...8.....3.8..9....42..7.83.....6	5.29	5.27	0	0
.4...6.7.2.9..8.........51..6.7.2..3.........8..5.3..6.7..........9..6...8.6.4.9.	4.77	7.06	0	0
..9.8....5..3.2.1.....193.......3.6..9.7..4.27......93.5......69.4.6.7...371.....	3.68	4.86	0	0
.251.684...........47....3.78..6..1..69...42..........4..3.5..86..2....1.....83..	20.29	7.34	1	0
.4..2...........51..3.1..2.....8.6.........7.8.9..4....1...9.......4.3.657......2	15.09	7.87	1	0
..5...28.........616.29........49.....85.36.....6.........71.943.........47...5.8	7.67	6.13	0	0
.....9..25...3...7.321.74...1.9...6.......5...7.....4..576.4.8.9...5....6..3.....	4.85	4.21	0	0
2.31....8..8..4...79..3.2..9..7...3...2...57..3....6......18......25...34......5.	13.77	14.58	1	0
.....2.....37...9...1.68.........2.5.2...46.....6.1.7.8.92.....4...9...6.62...7..	5.32	8.01	1	0
.9..1..3.8.....4......9.6.......7.252.5.....6...9.......4...7..38.5....2...23..1.	5.80	4.85	0	0
3.964.7..5...3....1.7......6..2.451........2....5.6..891.8..2.5.2....8....3.....9	17.80	9.85	1	0
.2....48...39.25......5.....6...3.9...7..915..4.1...3.....7.......5.48...56...34.	29.79	10.56	1	0
451...8..8.......76.9..42..1.65.9..4...62....2....1.5....3......4..65.79.........	10.36	4.77	0	0
.3.416......2.9..........6.6......48..2...5..48.....93.7.....2....5.2....9.184.5.	5.29	5.28	0	0
....8.6..2.39.....5....421.35.1.......7...4.......6.23..12....8......3.4..9......	4.68	6.21	0	0
...5.6.47.5.8.1.6...........61..527...........923..4............1.6.3.8.63.1.7.9.	6.35	5.41	0	0
3.4....69..5.......1.92....4..5.9.....8...62....24.3....619.....8...5.......3.2..	4.53	4.78	0	0
.67.14.3.........6....3617..5..8..49..6......47.....1..31.6..97.....2.....489....	24.68	71.05	1	0
.8....14.9..64......6..39......1..8..7.3.5.2.....2.7....78..2.38...31....92....1.	37.84	23.81	1	0
13.....46.72.3.18............1...6.2.9.....5...8...7...5..8....2..9.63.8..63.45..	6.63	4.97	0	0
3.1...472.95...3......2.......638.5...........4...1.2.....4.....37...8..61....7.9	4.31	4.42	0	0
7.3...6..45...8.2..18..4...5..8.3....3.61...8....25..7...4..3.6..9.3.84...5....72	5.58	4.35	0	0
....4.8.....3.2....9.....7...9........3....1675..6..83..4.......1.2...47..79..15.	13.26	7.66	0	1
.7..59.1.1.5..43...9......7..3......8.....2..46...7....3..2..5.9..8..4....6......	6.48	6.76	0	0
.2.4.1.7......78.1.1.2.6...3.5...6.7..2...5.....9.8...1.7...2.5.3.....4...9...7..	9.92	5.14	0	1
..16.3.9.......1.6.4.8........5....91..2.6..47...31........9.3.6.3.....2.2...49..	7.53	4.65	1	0
.5.9.4.....26.54..7..8......9....24.......9...41...65.5..1.......65.38...1.4...2.	4.10	3.54	0	0
279.5.......7....9.1...4....82..63..9.......4..389.52....4.....1....3.........132	10.92	10.28	1	0
...........7.2.48...93.41...2...5.9...31.92...9.....7.......3.....5.3..72..6....5	5.64	5.98	1	0
7.....2....5..9.1......186.39..5..7.....1.....6..3..9..563......3.4..5.88.4......	6.48	6.56	1	0
..9..1..86.....5...7..2.3.....1.8..54..6.....5...9..8....9.24.1...3..6...3.4...9.	20.33	8.50	1	0
....4....23....6411..5......8...72....78.4....41..9.7.......86......1..3...26..9.	4.78	4.49	0	0
..18.23....4.5.1...3..9..6.5..1.9..21..5.6..3..6...5....2.4.9...........9.32.57.4	9.67	4.16	0	0
.6.....2...36.98..8.......5..6...3.....9.5.....4.3....4.......2..18.26...5.7.1...	7.12	5.87	0	0
.2..5.4.......8..99..4.37...57...2..1.......6..8...37...27..8.54..5.........6..4.	42.26	19.03	1	1
..561.7..8...5...3....8..9.6....71.....3...6..3.....5..1.2....9.7...86...4..6....	4.40	4.91	0	0
..3.8...115..2....8....9...3..21..8...5.....4.6..4..3.9.14..7.84...3.6...........	11.92	9.48	1	0
64.7.....3....1..6..7.9.......28......241...8.....7.5.7.....56...8..647..9......1	14.11	6.55	1	0
..5.28.1........5.2.3.6........83..96.45....81...............437.....2.....24.7..	17.67	7.31	0	0
...7.9..5..52....6.4...89..81....4....2....6.4.3.......968...5.5...4.1..12.......	11.18	6.34	1	0
.7..48...2...91...8..7..2......3..1....1...273..6..5...19....4...6....8.4.....6..	3.92	5.34	0	0
6.......45......28..9...1..27.8.9..1.......6..4.6.5.....7...5..95.....1.1...7...2	12.32	7.00	1	0
7.3..6..45..9....8.48.35......8......7.2.48......6.....1..5...6..5..1...3......91	5.52	6.86	1	0
.8..1.......8.3296.9......39..3..4.8.5..6...7...9..3....1.........2.6.7.2.....8..	15.53	10.06	1	0
.....7..9....3921.......76.......3...7....59.13......4.8579.....42.1..7.9....5..2	4.44	3.82	0	0
.6...39.....7...4.8...4..5.43.5.9...............6..237.4..2...9.2...1.....63...1.	4.36	4.57	0	0
....5......23..4...16...97..41..72.....5.9....971...3..24........36.41...........	5.27	4.85	0	0
..2...68.84..6..2.5...........51...7.....9.3.....48...4.......1.1..7..54.59..43..	20.88	5.40	0	0
.47.3.....5..2.4....38..7..1...72...............65...1..1..63....2.8..5.9...1.87.	17.46	7.84	1	0
.6..5..7....38...5.......2...64.31.............5....427.2........497....9.152.4..	4.71	4.62	0	0
...26.8..9.....65.....17..9.9..86.....3...5......3..7....3......87.....3..5.94..6	10.99	9.67	1	0
........3..4.2...8....8.2..5..1...9...2..47..1.....4....9.6.8..21........3.7...6.	5.59	6.62	0	0
.9.3.2.7.7..5.4..1.........3.......6..4...8...79...15.1.5.6.7.4.832.961..........	3.57	5.06	0	0
.2.4.5..7.3.6...4.4.9.1.8.2..6...9....8...6..7...9...31.......5...3.1.....2......	4.62	5.57	0	0
.8.173....536...71.......8.9..8.5.635.......274.3.6..5.6.......82...143....764.2.	1.82	2.24	0	0
....9..617..5.....4...86.2...2....7.8.7...1........3...4.37...6.....89..5...2...3	15.23	7.67	1	0
27........5.4....7..93..52...2.7.6.....9..7..4....2.9.....8..1.....6.2...6...1..8	5.02	6.86	0	0
.83....6.7..83...56.......946.....32...7.2...9.......7.9..1..7....5.4...5.1...4.3	7.95	8.36	1	0
....6...8.1..7..568.51...2.....57......426..92........47...1.6.6...9.4..........5	8.87	6.29	1	0
...64.3....69......9..53..458.4...972.......8..7....2.1...........8.4..6...26..7.	9.33	8.19	1	0
..4.9.3.......4.7.7.253..8....3..1...5.6.8.2...8..1....7..138.6.1.4.......3.8.5..	10.53	8.92	1	0
.2..13.5.3..24...6...9.....9...6.28.47.8.2.15.12.9...3.....9...6...24..7.8.37..4.	6.18	4.12	0	0
1......83...4...5......79...9....5.......6..2..6.7.4.1..15.....38......54.9.816..	11.07	6.80	1	0
.7.4....34...2...1...95..721.9.......4......8.3....52..2...8.....7..9.6.95..1....	6.81	6.10	0	1
..5...2..2..7.9..3...1......58...76..........7.9...5826..9.2..84....3.....2...6..	16.06	12.54	1	0
.......3...6..2..1.1..7...26...5..1...78.6..5...31..89.........5..74.....89.61..7	5.10	6.43	1	0
...9.31...162.....3.7..4..8..26....1.........5.....4.....4..8.9..3..956...48.2...	9.38	8.06	1	0
2..6...4.18..3.....5...2......4..1..3..71..2.....6...8..2.8.4...9.1..56...5......	10.60	9.15	0	0
2..815..3.85...92...6...5....45213.....7.3.....36498....2...7...58...24.3..462..8	2.26	2.54	0	0
..........5.2.1.9.9.2..41.54.......151.4...797.....8.....528....9..6..42..3......	7.05	6.52	0	0
...8.6...49.....51..5...2..2.7...4.8..17.59..8........58...3..7...4.7.......2....	4.65	5.09	0	1
..96.8............54.....18..54.279...7...4...823.7.5.3......74............1.62..	8.00	7.48	0	0
..8..93.....8.1..66...3...4.4..16.5...32......1.3.....5......4.1..6......32...8..	4.33	7.25	0	0
5..7....6...5.3...4.39.15.28...3...7...872....6.......6.2...9.3.1.....7.....4....	8.46	5.32	0	0
..47.3.96.1...8...8...9.32......6.1..463.................2...87.2...19...8...714.	4.75	4.55	0	0
1.28....9.6.....58....1...2...2.7.....9...6..8.54.....3...9.....1.......2....1397	16.88	7.57	1	0
....7.....5298.....34...1.........3.....6271......74...2.......48.....596..5....3	20.40	13.77	1	0
..9.68.5...63....1...74.....3...4.1......63........94..17.3...56....5..995.......	5.29	5.50	0	1
5....2..9..15.92...3.71..5.97....53...6........5....82.9..73.....29.43.....1....4	9.96	10.16	1	0
9.5...8.763..9.......4.........2....1..7.5..4....1.5...2...7.......3.981..9...2..	6.57	4.86	0	0
.5..9....3....8..4.....46.9....1..2...2.5...77.1.....8.8.....9......147...93.6...	5.91	5.85	0	0
.7....1...23.98.549.1...68..3..4.....5.8.7.6.....5..4..62...4.779.26.51...5....3.	3.17	2.75	0	0
..3....6..7.1.2.5.1...5...9...5436.............579.1..3...2...4.9...8.3...2...97.	12.21	7.20	1	0
...53..682......1......23....8...4..15......6..4.6.9....34.............4.2.385...	4.43	5.28	0	0
........6.3..7891.....2......86.7...9...3..71.......2......25.9.1378.....8.......	4.83	5.75	0	1
..9.....8...5..1..1.8.4.53..7.....23..1......4.698.....4.89..52....62............	4.33	5.83	1	0
2.1...8.6.8.....4.3...1...5...5.8..2.......6.4.29..7..1...4...3.7.....8...5......	16.11	10.75	1	0
4..62...7....79........42...38.....462.....199......5...57..6.....89....7...46..8	15.00	13.26	1	0
3...........4..1.8.57.1.....9...6..2..8.........2.483..2...5..9.....86.3.8....71.	4.79	4.83	0	0
.54...9.2..7....6..9......46.5.24....2...9......56......34.8..6....9...5.....317.	6.85	9.22	1	1
...7.4.......35....32..........5...1..768..94.....3...8.4....7..13..8.5........69	6.55	5.94	0	0
......8..4..8.5..1..1...5....3...1...9.....862..6.8..335.....74...4.2.6.....9....	7.49	8.52	0	0
..1.5..94.5...83.1...13.....19..4.2.5.6.8...3......51..8..13..7..32.5.8.17.......	4.60	3.62	0	0
6.4.......23.........4..8.......1.......67..32....971.......9.8..7....56.8.2.....	17.76	11.02	0	0
26..9...3..........49...56.8..3.7.56.........67.2...18.5....27..........19..4..8.	19.55	8.43	1	0
..4.3..2.6.7.2.9...9..68.17..8......532...869......5..37.94..5...5.7.1.4.1..5.7..	2.89	3.49	0	1
75......36.4...9.5...6.1....7.........3...1.....5.6.4..31..452.8...7...4.........	5.05	4.39	0	0
....4.3.......97.83...6..1......687.2.9.5..........1.912...8.4.4...7..8...34.....	5.67	4.33	0	0
..5.4..9.4....52...3.19...5.1.9.45..9.6...1.3..23.1.8.5...36.2...74....9.2..5.7..	2.42	2.35	0	0
8.......5.4...1.3...12.36..4..6.9..79.......4..5...2...2....87..........1.75.4...	5.29	5.61	0	0
42..9..37...2..5.....3.1.....9...8.6.7.....4.1.8.........8.6......1.29...3.....71	4.85	4.88	0	0
....4...7...9...84.....5.1..5..7...88..3.96....9..........3...6.834.....74.5..2.1	9.90	9.22	1	0
.7....2...849..........5.....3.6.9.......4..26..35.7...........7.1...63.....3254.	4.75	6.48	0	0
...3...5...5..6...17..5.2..7......6...9..3.4..5...7..1..4.....92..51...6.....417.	4.79	6.48	0	0
.9..65....8.7.49..1............2..155...783.2...4......31....6.6.93...58..7......	17.26	7.32	0	0
.....7..........9....63.8.1..25...6..67..2.8.8...1..............4612...7..9....24	6.45	8.64	1	0
..5..2....4...521..7..4....21..6.......2.73......3...94...7..5..67....4....1..8..	14.05	8.26	1	0
...2.81.4.....5.9....1....77...4..2....5.3...9...6.5..2....4..1.183.....3.9...2..	17.81	8.72	1	0
...39.8.6......75.........38....13251.......8...2...1.49.1...3..3...5...6.842....	9.67	3.95	0	0
5.3.7.6..94.............8...8....5.......2.7.6...5..3........5.3...16.2..2...3..1	5.41	4.63	0	0
..1.7.5...8...5.16.6..9.....15...79............8...65..2..4....97.2.6..4....8.9..	6.83	5.46	0	0
8....4.7.....19..39..32.....8.7..2.1..6....49...2..3..1.....8...3...2...64....1..	3.72	3.68	0	0
..14.8.....6.9......32..86429....7...8..............95718..25.....1..4.......72..	3.97	3.86	0	0
3.1..7..4.2...913..4..2....6..........2...3.........929......6...65...7.7..1..4..	6.53	5.74	0	1
8.3.6.........7.8.2..3..9.....7.9.6..62.....1...1......5....1.2..7.98...3..2..6..	8.68	6.49	1	0
1.2...8.5.46...91.5.......4.2.....4.75.....969.37.41.8.1.2.9.7...5...6.....8.5...	6.40	4.86	0	0
..34..9...5......3.1.....7.2....35....628.....4..5....4..9....1....6583........2.	10.04	7.20	1	0
.85......3..1.2....9.8..716.......89...5.........1.672....3.9.1.3..9....8..2...4.	5.50	4.95	0	1
.2..1.59.1..3..2.676.8........43895.9..7.6..3.53129........4.252.9..3..4.47.8..3.	1.40	1.88	0	0
4....3.......9.56.8.65.....28.4.97...1..3...2.3.....8....92...7...7.4..1....8....	17.06	14.86	1	0
....4....9.......556...398........5....42....71.89.....4............169...56..87.	4.76	4.83	0	0
